;Sexe;Age_en_Classes;Age;Niv_Education;Sexe_Age;Sexe_Educ;Age_Educ;Sex_Age_Edu;Important;Relance;CulturePays
18;Homme;40_44;41;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la santé.;le travail, l'argent, la vie de famille.;que l on est quand même assez évolué. on peut apprendre pas mal de choses par la télévision, la radio, les journaux.
17;Femme;30_34;31;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la sécurité de l'emploi.;la santé, les liens familiaux.;aucune idée.
16;Homme;60_64;64;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;le travail chez mes enfants, avoir toujours du travail.;la lecture, la culture par la lecture, les écrits, les livres.
99;Homme;30_34;34;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la vraie démocratie.;l'intelligence, les rapports, la coordination, l'harmonie, la beauté, l'art, la compréhension, la tolérance.;anglophone (r) régression (r) dictature intellectuelle (r). ?
39;Homme;60_64;62;faible;H>55;H_faible;>55_faible;H>55_faible;posséder la santé.;le travail pour les jeunes.;la mentalité française.
38;Femme;45_49;45;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;le cadre de vie familial, l'entente familiale.;
37;Femme;>70;82;faible;F>55;F_faible;>55_faible;F>55_faible;de vivre tranquille et dans le calme.;la santé.;c est utile. il faut que la culture marche. les agriculteurs sont malheureux actuellement.
36;Femme;60_64;64;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;la famille, l'entente familiale.;
35;Femme;30_34;30;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la santé.;le travail. les loisirs.;
34;Femme;20_24;20;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;mon enfant.;le moral. la santé. de bons rapports avec la famille, les amis.;le niveau intellectuel. la culture des gens. dans l ensemble les gens sont assez cultivés.
727;Femme;35_39;38;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;l'amour en général entre les être humains.;tout le monde puisse vivre dignement. un homme malade ne doit pas perdre sa dignité.;la langue française. l Académie Française.
419;Homme;55_59;59;faible;H>55;H_faible;>55_faible;H>55_faible;la vie familiale.;la France. la vie politique. que tout marche bien.;le théâtre. (on est dépassé par les étrangers pour la culture). la télévision développe la culture. il y a des jeunes auteurs qui créent des films.
724;Homme;20_24;21;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;les gens proches.;le confort, les gens qu'on côtoie, la voiture, une ??? à mon compte, la sécurité dans la vie de société.;c est le savoirvivre. l histoire de France. les traditions, les coutumes. c est beau.
721;Homme;60_64;64;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;le travail, l'argent, la sécurité.;je n ai aucune opinion là-dessus. c est le théâtre dehors, les chansons, la musique tout ce qu ils font, les livres aussi.
720;Femme;35_39;38;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;c'est d'être heureuse dans son foyer.;la santé aussi. se sentir bien dans sa peau. des enfants qui travaillent bien. qu'ils aient du travail après surtout. c'est tout.;c est tout aussi bien la musique que tout ce qui est littéraire. tout ce qui permet de s instruire. d avoir des connaissances, un peu sur tout. essayer de s intéresser à tout. c est tout.
719;Homme;50_54;52;faible;H31_55;H_faible;31_55_faible;H31_55_faible;aller en vacances.;la santé. d'avoir du travail. d'avoir son nécessaire. c'est tout.;
718;Femme;>70;81;superieur;F>55;F_superieur;>55_superieur;F>55_superieur;se sentir la conscience tranquille. bien dans sa peau. avoir une certaine quiétude.;savoir se donner. avoir de belles distractions, de belles lectures. écouter de la belle musique. recevoir des amis. pouvoir faire plaisir donner.;les livres. c est extrêmement important. j aime les gens à l esprit éveillé que tout intéresse, qui sont accessibles à l art, la littérature, la belle musique aux arts en général, aux belles choses, vivre dans la belle nature, un beau milieu, bel environnement.
717;Homme;18_19;18;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;avoir des contacts en général.;réussir socialement. la santé, la liberté. vivre en accord avec soimême, ne pas être perverti par les autres.;c est en déclin quand même. le déclin vient aussi des gens, ils sont beaucoup attirés par la culture américaine. le cinéma surtout. la musique. la littérature aussi bien sûr, mais c est banal.
716;Homme;25_29;25;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;ma famille.;mon travail, la santé, l'argent, le bonheur.;c est un sujet qui ne me dit rien du tout. c est une chose très importante c est sûr. il faut la divulguer à ses enfants. c est l art, les belles choses, tout ce qui est français, la langue, c est tout.
714;Femme;30_34;34;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;la santé.;la vie de famille, le travail, les loisirs, l'argent quand même.;le théâtre, la danse, la chanson. des choses comme cela. rien d autre.
715;Femme;18_19;18;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;le travail.;la famille, l'argent, les loisirs, la santé.;pas géniale dans le sens où les gens ne s intéressent pas assez. enrichissante (elle pourrait l être). rien d autre.
125;Femme;45_49;45;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;une bonne santé.;une bonne santé pour ceux que j'aime. suffisamment d'argent. vivre dans un pays libre.;elle est très belle, mais elle est en train de se dégrader. surtout quand on voit la télévision. il faudrait la préserver.
123;Femme;20_24;23;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;la famille.;l'entente du couple. l'avenir des enfants. essayer d'avoir des relations plus faciles avec les gens, autre chose qu'être concerné toujours par ses petits problèmes.;l école, les loisirs, la langue, les monuments, musées, etc. la représentation à l étranger.
571;Homme;25_29;25;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;le travail.;la santé, l'argent.;laquelle culture. j en sais rien. pas grand chose.
570;Femme;35_39;39;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;pour les enfants, pour leur devenir. réussir sa profession. est-ce que nous toucherons une retraite ?;elle se dégrade. l effort sur les médias d émission culturelle étrangère et notamment anglosaxonne et américanisée en est la conséquence.
756;Femme;25_29;27;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;être heureux.;avoir un travail. avoir une famille.;lecture, peinture, cinéma, musée. actuellement on accorde une place trop importante à la culture. il y a d autres priorités.
755;Homme;35_39;38;faible;H31_55;H_faible;31_55_faible;H31_55_faible;le bonheur.;avec le bonheur tout va. la bonne santé.;rien du tout.
754;Femme;55_59;58;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;du travail pour gagner de l'argent.;le progrès qu il y a partout. qui fait évoluer bien des choses.
753;Femme;18_19;19;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;l'amitié.;une bonne place dans la société. avoir de l'humour. être sociable. être apprécié.;cinéma, loisirs. reflets de ma jeunesse, de mon âge.
273;Femme;30_34;33;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;pouvoir réussir ce que j'ai envie d'entreprendre, ce que j'ai décidé d'entreprendre.;pour moi c'est un tout, changer de profession. j'ai quatre enfants.;je trouve que ce n est plus très défini comme culture française. c est un brassage de toute espèce.
272;Homme;60_64;61;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;la retraite pour qu'on puisse vivre. la liberté.;il y a des gens qui sont assez cultivés. d autres pas assez. il y en a qui savent se débrouiller plus les uns que les autres.
271;Femme;45_49;49;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la santé.;pouvoir essayer de survivre.;que ça va de plus en plus en se dégradant. le progrès n arrange pas les choses. peutêtre pour certains mais pas pour les petits.
240;Femme;30_34;34;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;bonheur.;une famille unie, la santé, aisance financière.;le savoir, la littérature, cinéma, théâtre.
241;Femme;50_54;50;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;la joie de vivre. pouvoir faire des choses que l'on à rêvé, même sans que ce soit de grandes choses, l'argent.;devenu très petit, pas évolutive du tout. au niveau estudiantine, formidable, mais les autres n évoluent pas beaucoup. culture : réussir quelque chose de concret = intelligence humaine.
247;Homme;60_64;63;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;avec la santé tout découle. l'amour du ménage, de la famille. si pas trop bête le travail.;écrivains, l art, la sculpture ancienne, le français actuellement a perdu dans le monde son auréole.
544;Femme;20_24;21;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;le travail. avoir du travail.;pouvoir soutenir le cadre familial. la santé. le fait d'avoir des amis. de pouvoir vivre comme on l'entend.;les jeunes, leurs occupations. la musique, théâtre, cinéma. la lecture, cela s oublie. l éducation des jeunes.
935;Femme;25_29;28;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la santé.;l'argent, l'aisance. c'est tout.;elle n est pas merveilleuse. les jeunes ne connaissent rien et n apprennent rien. pourtant on fait beaucoup pour favoriser la lecture, les spectacles, les émissions scientifiques. c est tout.
933;Homme;20_24;24;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;la situation familiale et professionnelle.;la santé pour soimême et la famille. l'ambiance dans le travail.;les affaires culturelles. l enseignement et l instruction.
928;Femme;50_54;51;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;la famille, le travail, l'ambiance autour de soi.;c est un sujet vaste. la culture française se détériore de plus en plus.
434;Femme;45_49;47;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la sécurité de l'emploi.;pas de soucis avec ses enfants. la santé.;je pense quand même que plus ça va, moins les français sont cultivés. on en demande de plus en plus aux gens mais ils ne sont pas mieux qu ils étaient dans le temps.
1004;Femme;35_39;39;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la santé.;une bonne entente au sein de la famille. que mes enfants puissent trouver plus tard un travail.;
1005;Femme;55_59;57;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;le bonheur en famille. l'argent.;
1006;Femme;55_59;57;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;la santé.;une bonne entente. un minimum pour vivre décemment.;c est très important. je regrette de ne pas plus l être, plus que je ne le suis.
1003;Femme;20_24;24;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;la santé.;le travail, l'amitié, la nature.;le lycée, Racine, Baudelaire, la télévision, le cinéma.
543;Femme;60_64;62;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;la santé.;le confort;les gens se perfectionnent, c est bien. avec le temps, il faut avoir une culture, sinon on s abaisse. on est un pays industrialisé, quand même ? pour avoir un certain niveau, il faut prendre des risques.
338;Homme;>70;74;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;pas trop malheureux financièrement.;
337;Femme;20_24;20;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;l'amour.;la santé. avoir un travail sûr.;
268;Femme;25_29;27;faible;F<=30;F_faible;<=30_faible;F<=30_faible;la réussite.;la santé, la famille.;les gens sont de moins en moins cultivés. de moins en moins de savoir vivre.
267;Femme;35_39;36;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;l'argent.;
266;Homme;25_29;28;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;la santé.;le travail, le bonheur, un peu d'argent.;aucune idée.
265;Femme;40_44;40;faible;F31_55;F_faible;31_55_faible;F31_55_faible;s'aider.;la santé, le travail.;c est bien.
264;Homme;55_59;58;faible;H>55;H_faible;>55_faible;H>55_faible;le travail.;la santé, l'argent.;ne sais pas.
1013;Femme;65_70;66;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;l'entourage familial.;je crois qu il y a une grande partie des français qui n a pas de culture, et c est regrettable. les jeunes surtout ne sont pas assez cultivés. avant on l était plus.
1012;Femme;50_54;50;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;que ma famille soit heureuse.;pas avoir le souci d'argent.;oh ! la culture française a été mais moins actuellement. un certain patrimoine reste. je ne sais pas si on connaît bien ce qui se fait. il doit se faire quelque chose.
1011;Homme;60_64;63;faible;H>55;H_faible;>55_faible;H>55_faible;ma vie personnelle.;faire ce que je veux quand je veux, avec des moyens suffisants pour le faire.;c est plutôt péjoratif. ça me fait penser aux pièces et théâtres modernes qui ne viennent qu avec des subventions, et qui sont sans talent.
51;Femme;40_44;42;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la sécurité.;l'éducation des enfants, qu'ils réussissent dans la vie. plus de guerre, la paix dans le monde.;ça c est vague, mais carrément là-dessus. oh là là ! qu est-ce qu on peut dire ? je suis coincée.
50;Femme;20_24;21;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;les copains.;les gens qui se rencontrent qui s'aiment. à cause du racisme : que les gens de n'importe quelle nationalité s'entendent entre eux.;pas d intérêt pour moi. non la culture ça ne m intéresse pas.
976;Femme;65_70;68;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;la vie en famille, les enfants, le bienêtre en général.;ne sais pas. peutêtre l intelligence et les études des français.
977;Femme;30_34;30;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;vivre le plus longtemps possible.;mes enfants, mon mari. vivre heureux en mariage. en bonne santé, avec de l'argent assez.;
978;Femme;25_29;28;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;ma vie de famille.;mes enfants. mon mari, son travail. ma famille, ma maison, mes amis. le plaisir de vivre les joies que l'on peut trouver dans la vie.;aux gens capables de France, aux gens qui nous représentent en tout.
979;Femme;35_39;37;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;ma famille.;la santé, mon mari, mes enfants, ma maison, ma vie de famille, mes amis, les sorties, les vacances, l'argent.;
972;Homme;65_70;65;faible;H>55;H_faible;>55_faible;H>55_faible;la vie de famille.;le travail, la santé, l'orientation et le placement de mes enfants, ma descendance.;nos célébrités, nos savants, nos créateurs, nos monuments.
974;Femme;20_24;24;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;mes enfants.;mon mariage, ma maison, l'argent, la vie en général.;
109;Femme;25_29;27;faible;F<=30;F_faible;<=30_faible;F<=30_faible;le travail.;la santé.;
108;Homme;60_64;60;superieur;H>55;H_superieur;>55_superieur;H>55_superieur;réussir sa vie familiale et conjugale.;réussir sa vie professionnelle et sociale. avoir de bons amis sur qui on peut compter. pouvoir s'engager pour une cause.;un rayonnement. elle doit rayonner dans le monde. c est ce dont on se souvient quand on a tout oublié.
107;Homme;40_44;43;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;être en accord avec soimême.;la liberté.;il faudrait mieux la faire connaître. elle est malheureusement en perte de vitesse.
106;Homme;20_24;20;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;ma religion.;le fait de vivre. une amélioration de la paix.;ça ne m évoque rien.
348;Femme;40_44;43;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;réussir l'éducation et la situation des enfants.;la santé, la situation stable, proximité de la famille.;monuments, peinture, poésie.
326;Homme;>70;77;faible;H>55;H_faible;>55_faible;H>55_faible;la tranquillité.;;
325;Femme;>70;72;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;l'entente avec les autres.;ça dépend du milieu dans lequel on vit.
101;Homme;60_64;63;faible;H>55;H_faible;>55_faible;H>55_faible;vivre tranquille.;vivre heureux, avoir la santé, la bonne entente.;la musique, l accordéon. on fait de belles salles et il n y a personne dedans.
102;Femme;50_54;51;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;le travail, l'entente, l'amour.;"la lecture. l émission ""Apostrophe"" à la télévision. pièces de théâtre (bonnes) à la télévision."
103;Femme;30_34;31;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;l'insertion sociale de mes enfants.;l'égalité sociale à tous les niveaux.;elle n est pas très importante pour les individus.
104;Femme;40_44;43;faible;F31_55;F_faible;31_55_faible;F31_55_faible;le bonheur.;la santé. le moins de soucis possible. du soleil tous les jours. aucun problème pour les enfants.;elle est au même stade d avant. beaucoup de paroles et pas beaucoup de développement.
432;Femme;20_24;24;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;aimer.;travailler. avoir une très bonne entente familiale. vivre pour quelque chose.;du baratin. beaucoup de richesses culturelles. peu de réalisme. trop de surréalisme. ne pas rester sous le soleil de LouisXIV.
431;Homme;45_49;46;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la santé.;le loisir, le sport, activités manuelles.;moyenne. il y a beaucoup à faire sur l orthographe. la morale, l éducation de base.
430;Homme;35_39;38;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la santé.;être heureux en famille. bons résultats scolaires (enfants).;je n en pense pas grand chose.
429;Homme;65_70;67;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;la santé.;le travail, l'harmonie familiale, la paix.;littérature, théâtre, les arts, les grandes inventions.
428;Homme;65_70;66;superieur;H>55;H_superieur;>55_superieur;H>55_superieur;la santé.;la sécurité dans la société/la paix. la sécurité du travail. une vie familiale équilibrée.;la liberté.
427;Femme;25_29;26;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la santé.;le travail, la sécurité, l'amour, l'argent.;
426;Homme;>70;71;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;le travail. un revenu suffisant pour vivre.;la culture française est très importante. l instruction, le développement des gens à difficulté, l idéologie, le caractère.
333;Femme;50_54;54;faible;F31_55;F_faible;31_55_faible;F31_55_faible;l'amabilité des autres.;une bonne entente dans le couple. une bonne santé.;
334;Femme;30_34;31;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;l'honnêteté.;la franchise, la santé, une bonne entente dans le ménage.;
707;Homme;30_34;30;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;la réussite, être heureux.;la santé, l'argent aussi ça compte, la liberté, vivre dans un pays libre, démocratique, sans chômage. vivre dans la paix sociale et la paix tout court.;aux grands écrivains, aux grands poètes, aux peintres, l architecture qui date. tout ce qui fait partie du patrimoine français et qu il faut garder, préserver, c est important.
932;Homme;>70;81;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;la santé.;l'amitié, l'aisance, la vie de famille, entouré des siens, l'indépendance.;très insuffisante pour permettre aux français de juger en pleine connaissance sur l ensemble des décisions à prendre. perfectionner les gens dans tous les domaines.
279;Femme;55_59;55;faible;F31_55;F_faible;31_55_faible;F31_55_faible;ça serait d'avoir la santé.;s'entendre avec son mari et ses enfants.;culture des gens, il y en a des biens.
572;Homme;35_39;38;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;la santé.;l'argent, les loisirs.;qu est-ce que vous entendez par là. pas grand chose.
221;Femme;30_34;33;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;mon fils.;la famille, mon travail, mes amis.;les parents et professeurs devraient enseigner de plus en plus aux enfants les beautés de nos classiques.
223;Femme;>70;70;faible;F>55;F_faible;>55_faible;F>55_faible;la tranquillité.;ne pas être malade. être valide. avoir assez d'argent. faire un voyage de temps en temps.;on n éduque pas assez les enfants.
225;Femme;30_34;32;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;le bonheur. à partir du moment où on est heureux, pas de problème.;un foyer heureux, un travail intéressant et stimulant.;elle se perd. elle se dégrade. rares sont les gens qui s intéressent d euxmêmes. elle ne se fera plus par les médias.
226;Homme;20_24;24;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;la famille.;la paix, la sécurité du français. la liberté d'expression, d'agir, de penser.;repose sur des bases solides. espèces en voie de disparition, que l on doit défendre et protéger.
307;Femme;35_39;37;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la famille.;la santé, le travail, les loisirs, les amis.;c est tout ce qui ... la poésie, la lecture, la musique. tout ce qui est art en général, la chanson, la couture. tout ce qui représente la France, la Tour- Eiffel, les musées.
305;Femme;40_44;40;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;honnêteté. la fidélité dans tous les domaines. l'amour du prochain. la liberté.;elle est de qualité, elle est riche et variée, mais qu elle n est pas unique donc il faut s intéresser aux autres cultures, c est à ce prix là qu on arrivera à comprendre plus facilement les autres. c est quelque chose de bien, de positif, peutêtre un peu vaste, le domaine est grand c est difficile d en faire le tour.
311;Femme;35_39;37;faible;F31_55;F_faible;31_55_faible;F31_55_faible;je pense être bien dans ma peau et tout doit s'enchaîner.;déjà le travail. avoir un équilibre dans le travail. réussir son foyer, c'est un bon équilibre pour tout. je pense que le sport est important, j'en fais, et c'est bien.;je pense aux arbres. ce qui me vient à l esprit c est la culture, la nature. la culture de l esprit dans un sens très positif. un jeune, on peut lui apprendre à respecter les choses de la vie sans entrer dans les problèmes de la vie. on peut lui apprendre à avoir en eux, par la simple façon, qu ils sont humains, donc mortels, ils ont tous les pouvoirs. il faut faire quelque chose, si on n avance pas dans la vie, on rétrograde.
294;Homme;65_70;65;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;la santé.;l'argent, le travail.;il en faut une certaine dose. tout ce qui est artistique.
295;Femme;40_44;40;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;le bonheur.;la santé, la famille.;plutôt en baisse. il n y a qu un certain milieu qui évolue.
298;Femme;20_24;24;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la vie professionnelle.;la vie familiale.;la culture française n est pas assez divulguée.
299;Femme;35_39;36;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la santé.;les enfants, le travail.;Balzac. la musique classique, le cinéma, quand c est bien.
300;Homme;30_34;30;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;être en bonne santé.;avoir du travail.;
297;Homme;35_39;38;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;l'éducation des enfants.;la santé. la bonne entente dans le couple. un travail qui donne satisfaction. une certaine aisance matérielle.;la littérature, l architecture, les valeurs morales, la liberté, la tolérance.
442;Homme;30_34;33;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;les loisirs.;le bricolage, ma famille, les sorties, distraction.;au cinéma, je ne sais pas.
440;Homme;55_59;57;superieur;H>55;H_superieur;>55_superieur;H>55_superieur;c'est mon cadre de vie, c'est-à-dire faire ce qu'il me plaît tant dans mon travail que dans ma vie privée.;tout d'abord ma vie familiale, ma profession et mes loisirs.;c est merveilleux. c est très enrichissant. doit servir de référence.
438;Femme;20_24;20;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la réussite sociale et professionnelle.;travail fixe. entente familiale et amicale.;les connaissances en général. l architecture, la peinture, les arts.
826;Femme;35_39;35;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;un bon équilibre familial. un travail pour subvenir aux besoins. l'amitié des autres.;donc c est français, d abord la langue, la cuisine, le patrimoine, les écrivains.
224;Homme;35_39;39;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;la famille.;le travail, les loisirs, l'argent.;on n’en fait jamais assez. c est tout.
222;Homme;60_64;61;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;l'art.;l'amour, l'humour.;la mesure, le sens des nuances.
449;Femme;20_24;23;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;avoir un foyer, des enfants.;travailler.;ne sais pas. je ne pense rien.
502;Homme;55_59;57;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;manger. dormir. la chasse, ballades et rechercher des produits de la terre.;
832;Femme;55_59;55;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;santé.;l'argent. sécurité d'emploi de mes enfants. les voyages.;va très mal. orthographe, culture générale.
831;Femme;45_49;48;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;l'amour.;la santé.;insuffisante.
830;Homme;18_19;19;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;ma petite amie.;les études, la famille.;littérature, cinéma, histoire, professeur de français.
444;Homme;40_44;43;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;ne manquer de rien.;que nos sociétés tournent bien. pouvoir aller à la chasse.;elle est de plus en plus négligée. plus ça va, plus les gens sont bêtes et limités.
853;Femme;40_44;43;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la santé.;la sécurité, l'argent. le travail intéressant. se sentir bien dans sa peau.;pas assez développée, compliquée à déchiffrer. lecture pour tous et lecture mal expliquée. c est tout.
854;Femme;35_39;37;faible;F31_55;F_faible;31_55_faible;F31_55_faible;avoir le nécessaire financièrement.;les enfants. ambiance familiale. c'est tout.;les gens sont de plus en plus égoïstes. c est tout.
861;Femme;45_49;45;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la santé.;le mode de vie. le bienêtre. je ne vois pas.;je ne sais pas. bof ! c est bien. je ne vois pas trop.
497;Femme;55_59;59;faible;F>55;F_faible;>55_faible;F>55_faible;s'entendre entre famille et société.;la santé.;je ne me cultive pas.
498;Femme;25_29;29;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;le travail.;s'occuper des enfants. les loisirs.;le progrès par les écoles et dans la vie.
499;Femme;18_19;19;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la santé.;le travail, qui donne l'argent.;
500;Homme;30_34;33;faible;H31_55;H_faible;31_55_faible;H31_55_faible;avoir du travail.;un foyer. vivre heureux.;
660;Femme;>70;;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;la santé.;le travail.;très férue, je pense à la peinture, à la musique, à la littérature, à tout ce qui élève la vie, l âme, je plains les gens qui ne s arrêtent pas pour admirer, et écouter.
723;Homme;35_39;35;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;c'est avoir une vie familiale heureuse, moi, ma femme et mes enfants.;avoir suffisamment de possibilités financière pour faire face. une vie convenable, stable, ne pas être toujours au besoin d'avoir Pierre, Paul ou Jacques pour avoir quelque chose dans son assiette. au bout d'un certain temps, ils se lassent et je les comprends très bien.;alors là ... je suis un peu dans le métier ... la culture, les légumes ...
722;Femme;18_19;18;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;le bonheur.;l'amitié, la communication avec les autres, l'ouverture, le sport, les animaux.;savoir tenir une conversation en société. savoir ce qui se passe dans la vie. avoir des connaissances moyennes un peu sur tout.
439;Homme;18_19;18;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;le bonheur.;la santé, la liberté.;la liberté d expression. modèle.
695;Femme;25_29;25;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;la musique.;les amis, la famille, puis le travail. le contact avec les autres.;qu elle baisse de plus en plus, et que les gens cultivés sont rares. et que la télévision a l art de bêtifier les gens. ils sortent moins, ils deviennent pantouflards.
651;Homme;25_29;25;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;la santé.;l'amour, la liberté, l'amitié, l'argent éventuellement.;rayonnement à travers le monde, élégance, raffinement. c est tout.
694;Femme;25_29;25;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;le voyage.;un travail intéressant. une vie paisible. c'est tout. aider éventuellement d'autres gens, donc avoir une profession qui s'oriente vers ça.;ça ne me vient pas à la tête. c est une culture ancienne, tout à fait typique. elle existe, on a une culture, c est certain. elle est multiple, et à partir de là il faudrait la redéfinir.
693;Femme;30_34;31;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la famille.;les loisirs, la maison. c'est tout. la santé ...;c est pas terrible. ça peut être la culture sur les gens, la France riche de culture, c est pas pour ça que les français sont riches en culture.
692;Femme;55_59;56;moyen;F>55;F_moyen;>55_moyen;F>55_moyen;le bonheur et la sécurité d'emploi pour mes enfants.;la santé. la bonne entente en famille. c'est déjà beaucoup tout ça. tout le reste est beaucoup moins important.;d après les gens qui sont allés à l étranger, elle est admirée. j espère que ça continuera. chez certaines personnes je la trouve en régression. mais je crois que c est finalement en France qu on s en sort encore le mieux. je pense qu il ne faut pas compter sur la télévision pour élever le niveau
639;Femme;60_64;62;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;le travail, le salaire.;il y a de bonnes choses, mais il reste encore beaucoup à faire.
